rate_date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SOS,SRD,SSP,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XCG,XOF,XPF,YER,ZAR,ZMW,ZWG,XAU,XAG,XPD,XPT
2001-11-24,3.229,4176.9,123.43,496.84,1.574,24.02,0.87885,1.699,1.5696,1.088,1.9558,1.7806,49.969,0.33064,710.15,0.87935,1.6163,5.9847,2.2174,0.87935,42.348,5.6464,2770.74,1.7587,1.406,279.63,1.4614,594.84,7.2692,2037.08,299.2,20.225,110.26,33.193,156.28,7.4453,14.5008,67.967,3.7485,8.3978,7.4367,2.021,0.62129,0.62173,1.8932,0.62173,1.2538,0.62179,14.6529,1721.77,6.9955,162.93,6.8569,13.9549,24.314,251.77,9263,3.7183,0.62173,42.336,0.2747,1539.7,96.77,0.62173,41.177,0.62346,108.87,69.43,42.131,3372.3,491.88,1.9346,1117.77,0.26974,0.72107,130.63,6683,1328.37,81.08,39.571,8.7429,0.56696,10.1984,11.3179,2527.8,59.141,5.9336,967.28,7.0626,42.531,25.716,10.3499,55.939,8.0463,3.3425,20665,8.7429,103.76,12.1181,7.9072,67.042,2.1381,0.33811,0.87935,3.0189,3.3601,45.695,53.562,3.6057,4114.86,3.2008,13783,58.463,26.311,395.05,3.2971,4.1874,4.9735,2.6741,9.3719,1.6164,0.62129,13.965,2303.9,3.3666,4.2465,24.408,7.6917,45.375,8.7429,38.947,2.1468,3.9698,1.2864,1.994,1.3141,5.4365,30.206,805.14,4.6428,1522.92,0.87923,12.271,599.75,92671,13242,130.6,3.1393,655.96,2.3742,1.9342,655.96,119.23,148.7,8.6969,6.9019,15.3427,0.00328,0.22688,0.00279,0.00216
2001-11-25,3.2291,4176.9,123.43,496.85,1.574,24.02,0.87885,1.6989,1.5696,1.088,1.9558,1.7806,49.969,0.33064,710.17,0.87935,1.6163,5.9847,2.2174,0.87935,42.348,5.6464,2770.74,1.7587,1.406,279.63,1.4616,594.84,7.2695,2037.08,299.21,20.225,110.26,33.194,156.28,7.4452,14.5008,67.967,3.748,8.3978,7.4367,2.021,0.62129,0.62177,1.8933,0.62177,1.2538,0.62179,14.6529,1721.77,6.9955,162.93,6.8571,13.9549,24.314,251.77,9263,3.7183,0.62177,42.337,0.2747,1539.74,96.77,0.62177,41.177,0.62346,108.9,69.432,42.127,3372.3,491.88,1.9346,1117.77,0.26975,0.72107,130.63,6683,1328.41,81.08,39.571,8.7429,0.56696,10.1984,11.3182,2527.8,59.141,5.9336,967.28,7.0626,42.531,25.716,10.3499,55.941,8.0463,3.3425,20665,8.7429,103.76,12.1181,7.909,67.042,2.1381,0.33811,0.87935,3.0189,3.3601,45.695,53.564,3.6065,4114.86,3.2008,13783,58.463,26.317,395.05,3.2972,4.1874,4.9735,2.6741,9.3707,1.6162,0.62129,13.965,2303.9,3.3666,4.2465,24.408,7.6917,45.375,8.7429,38.947,2.1469,3.9698,1.2864,1.994,1.3141,5.4365,30.206,805.16,4.6438,1522.97,0.87926,12.271,599.76,92671,13242,130.6,3.1393,655.96,2.3742,1.9342,655.96,119.23,148.7,8.7016,6.9019,15.3427,0.00328,0.22688,0.00279,0.00216
2001-11-26,3.2339,4182.68,122.36,497.93,1.5762,24.075,0.87934,1.6997,1.5718,1.088,1.9558,1.7731,50.038,0.33109,711.27,0.88057,1.6159,5.9929,2.2023,0.88057,42.397,5.6399,2770.74,1.7611,1.4079,280.02,1.4629,594.11,7.2808,2040.89,299.69,20.253,110.26,33.143,156.49,7.4422,14.5228,67.981,3.7562,8.4094,7.4471,2.0227,0.62188,0.62188,1.9016,0.62188,1.2538,0.62113,14.6738,1718.21,7.0067,162.9,6.8678,13.9779,24.348,251.77,9152,3.7304,0.62188,42.397,0.27508,1542.0,96.96,0.62188,41.222,0.62432,109.15,69.538,42.186,3376.96,491.28,1.9372,1114.52,0.27023,0.71458,130.83,6692,1328.19,81.41,39.625,8.6955,0.56775,10.2189,11.3526,2527.8,59.222,5.9485,968.62,7.0738,42.531,25.76,10.3642,56.237,8.0669,3.3469,19901,8.6955,104.79,12.1385,7.9341,67.134,2.1362,0.33858,0.88057,3.0241,3.3764,45.676,53.575,3.6094,4106.18,3.2053,13838,58.544,26.372,395.81,3.3021,4.1932,4.9928,2.6741,9.363,1.6159,0.62188,13.965,2307.07,3.3666,4.2465,24.408,7.7023,45.966,8.6955,38.898,2.1486,3.9698,1.29,1.9986,1.3064,5.4374,30.251,807.1,4.6491,1525.5,0.88057,12.2631,600.79,92671,13264,130.81,3.1788,655.96,2.3588,1.9342,655.96,119.09,148.9,8.7093,6.9019,15.3427,0.00329,0.22542,0.00278,0.00215
2001-11-27,3.2343,4183.17,122.22,498.01,1.5764,24.112,0.87973,1.6934,1.572,1.088,1.9558,1.7816,50.044,0.33113,711.41,0.88067,1.6162,5.9938,2.186,0.88067,42.397,5.6296,2770.74,1.7613,1.4061,280.27,1.464,592.7,7.2823,2040.62,299.82,20.255,110.26,33.154,156.51,7.4438,14.5265,68.165,3.7558,8.4104,7.4488,2.0206,0.62306,0.62306,1.8926,0.62306,1.2538,0.62493,14.6707,1718.41,7.0091,162.95,6.8681,13.9832,24.35,251.74,9234,3.7307,0.62306,42.397,0.27511,1542.12,97.07,0.62306,41.205,0.62439,109.26,69.546,42.192,3377.35,493.01,1.9375,1113.6,0.27037,0.72056,130.84,6693,1331.36,81.43,39.63,8.7576,0.56781,10.2285,11.3637,2527.8,59.229,5.9492,968.73,7.0741,42.531,25.772,10.3654,58.151,8.0989,3.3503,19903,8.7576,105.24,12.1435,7.9455,67.1,2.1274,0.33862,0.88067,3.0247,3.4003,45.844,53.595,3.6013,4112.33,3.2056,13840,58.551,26.379,396.19,3.3025,4.1937,4.9858,2.6741,9.357,1.6162,0.62306,13.965,2307.34,3.3666,4.2465,24.408,7.7032,45.971,8.7576,38.858,2.1488,3.9698,1.2893,2.0006,1.3001,5.4436,30.261,807.23,4.6488,1525.3,0.88067,12.2645,601.19,92671,13265,130.86,3.1792,655.96,2.3591,1.9342,655.96,119.51,148.55,8.7264,6.9019,15.3427,0.00329,0.22722,0.00277,0.00214
2001-11-28,3.2433,4194.9,122.56,499.7,1.5808,24.678,0.88255,1.6939,1.5764,1.088,1.9558,1.769,50.184,0.33206,713.48,0.88314,1.6197,6.0109,2.1971,0.88314,42.512,5.6527,2770.74,1.7663,1.4065,282.6,1.4617,593.69,7.305,2046.45,300.77,20.312,110.26,33.22,156.95,7.4403,14.5691,68.12,3.7682,8.434,7.4706,2.0217,0.62362,0.62362,1.8836,0.62362,1.2538,0.62353,14.708,1723.23,7.0304,163.36,6.8873,14.0261,23.922,251.48,9240,3.7322,0.62362,42.512,0.27589,1546.88,97.26,0.62362,41.367,0.62615,109.22,69.75,42.312,3386.83,491.99,1.9429,1120.59,0.27103,0.72002,131.19,6712,1335.36,81.69,39.741,8.7563,0.56991,10.2221,11.4076,2527.8,59.849,5.9659,971.45,7.0939,42.531,25.853,10.3945,58.797,8.16,3.3601,19959,8.7563,105.09,12.1811,7.9473,67.316,2.1311,0.33957,0.88314,3.0334,3.3993,45.95,53.76,3.5994,4134.86,3.2146,13878,58.551,26.459,397.57,3.3118,4.2054,5.0088,2.6741,9.3894,1.6197,0.62362,13.965,2313.82,3.3666,4.2465,24.408,7.7248,46.1,8.7563,38.968,2.1684,3.9698,1.2907,2.008,1.3049,5.4576,30.329,809.79,4.6634,1529.01,0.88314,12.2716,603.32,92671,13302,131.26,3.1705,655.96,2.3657,1.9342,655.96,119.26,149.34,8.7362,6.9019,15.3427,0.00329,0.22785,0.00278,0.00215
2001-11-29,3.2559,4211.21,123.04,501.73,1.587,24.765,0.88585,1.7046,1.5825,1.088,1.9558,1.7891,50.379,0.33335,717.69,0.88657,1.6241,6.0345,2.2218,0.88657,42.676,5.6458,2770.74,1.7731,1.4058,284.59,1.4635,600.22,7.3344,2054.16,302.01,20.391,110.26,33.261,157.56,7.4387,14.6278,68.169,3.7791,8.4668,7.5005,2.0225,0.6231,0.6231,1.8909,0.6231,1.2538,0.62211,14.7626,1729.93,7.0593,164.03,6.9134,14.0844,23.494,250.9,9284,3.7464,0.6231,42.676,0.27696,1552.78,97.03,0.6231,41.531,0.62858,109.33,70.019,42.473,3400.0,490.79,1.9505,1125.23,0.27195,0.72672,131.73,6738,1340.37,82.03,39.896,8.7853,0.57214,10.2517,11.4781,2527.8,60.082,5.9891,975.23,7.1208,42.531,25.961,10.4349,59.188,8.2066,3.3713,20037,8.7853,105.86,12.2321,7.9453,67.578,2.144,0.34089,0.88657,3.0442,3.4231,46.105,53.978,3.6132,4156.6,3.2271,13932,58.944,26.564,399.18,3.3246,4.2218,5.0258,2.6741,9.4432,1.6241,0.6231,13.965,2322.82,3.3666,4.2465,24.408,7.7548,46.279,8.7853,39.132,2.1782,3.9698,1.2939,2.0177,1.3168,5.4709,30.451,813.05,4.6902,1531.17,0.88657,12.3309,605.7,92671,13354,131.8,3.1828,655.96,2.374,1.9342,655.96,118.97,149.54,8.8039,6.9019,15.3427,0.00329,0.22754,0.0028,0.00217
2001-11-30,3.2645,4222.24,123.19,503.12,1.5911,24.896,0.88792,1.7096,1.5867,1.088,1.9558,1.805,50.511,0.33422,721.0,0.88889,1.6282,6.0505,2.2432,0.88889,42.781,5.8163,2770.74,1.7678,1.4047,286.0,1.4693,603.85,7.3545,2059.19,302.87,20.445,110.26,33.247,157.97,7.4421,14.668,68.393,3.789,8.4889,7.521,2.032,0.62355,0.62355,1.8958,0.62355,1.2538,0.62316,14.8419,1734.46,7.0794,164.66,6.9321,14.125,23.556,251.59,9321,3.7606,0.62355,42.781,0.27769,1556.85,96.01,0.62355,41.663,0.63022,109.87,70.192,42.584,3408.9,491.46,1.9556,1127.06,0.2726,0.72053,132.15,6756,1343.36,82.25,40.0,9.1601,0.57303,10.2655,11.5309,2527.8,60.239,5.9884,977.78,7.1401,42.531,26.038,10.4622,59.709,8.2205,3.3782,20089,9.1601,106.33,12.2678,7.9549,67.712,2.1424,0.34178,0.88889,3.0519,3.4453,46.14,54.08,3.6247,4181.29,3.2356,13969,58.944,26.632,400.44,3.3333,4.2328,5.0372,2.6741,9.4786,1.6282,0.62355,13.965,2328.89,3.3666,4.2465,24.408,7.7751,46.4,9.1601,39.052,2.1849,3.9698,1.2967,2.0248,1.3202,5.4914,30.541,815.39,4.7117,1535.98,0.88889,12.3582,607.31,92671,13389,132.18,3.1911,655.96,2.39,1.9342,655.96,119.13,149.93,9.0525,6.9019,15.3427,0.0033,0.22558,0.00278,0.00216
2001-12-01,3.2652,4222.24,123.19,503.4,1.5911,24.896,0.88792,1.7094,1.5867,1.088,1.9558,1.805,50.511,0.33422,722.3,0.88889,1.6282,6.0505,2.2432,0.88889,42.781,5.8163,2770.74,1.7678,1.4043,286.0,1.469,603.85,7.3617,2058.52,303.02,20.445,110.26,33.249,157.97,7.4413,14.668,68.393,3.7899,8.4889,7.521,2.032,0.62355,0.62366,1.8963,0.62366,1.2538,0.62316,14.8419,1734.46,7.0794,164.66,6.9338,14.125,23.556,251.68,9321,3.7606,0.62366,42.769,0.27769,1557.22,96.15,0.62366,41.663,0.63022,109.87,70.208,42.607,3408.9,491.46,1.9556,1128.42,0.27264,0.72053,132.17,6756,1343.68,82.25,40.0,9.1601,0.57303,10.2655,11.5418,2527.8,60.239,5.9884,977.78,7.1418,42.531,26.038,10.4622,59.723,8.2205,3.379,20089,9.1601,106.33,12.2678,7.956,67.712,2.1416,0.34178,0.88889,3.0519,3.4453,46.14,54.1,3.6243,4181.29,3.2356,13969,58.944,26.635,400.44,3.3341,4.2328,5.0372,2.6741,9.4809,1.6281,0.62355,13.965,2328.89,3.3666,4.2465,24.408,7.7751,46.4,9.1601,39.052,2.1961,3.9698,1.2967,2.0248,1.3202,5.4914,30.544,815.68,4.7107,1536.31,0.8891,12.3582,607.54,92671,13389,132.18,3.1911,655.96,2.39,1.9342,655.96,119.13,149.93,9.11,6.9019,15.3427,0.0033,0.22558,0.00278,0.00216
2001-12-02,3.2651,4222.24,123.19,503.4,1.5911,24.896,0.88792,1.7092,1.5867,1.088,1.9558,1.805,50.511,0.33422,722.26,0.88889,1.6282,6.0505,2.2432,0.88889,42.781,5.8163,2770.74,1.7678,1.4041,286.0,1.4691,603.85,7.3617,2058.52,303.01,20.445,110.26,33.249,157.97,7.4415,14.668,68.393,3.7897,8.4889,7.521,2.032,0.62355,0.6236,1.8995,0.6236,1.2538,0.62316,14.8419,1734.46,7.0794,164.66,6.9335,14.125,23.556,251.68,9321,3.7606,0.6236,42.766,0.27769,1557.14,96.15,0.6236,41.663,0.63022,109.88,70.204,42.605,3408.9,491.46,1.9556,1128.42,0.27263,0.72053,132.17,6756,1343.61,82.25,40.0,9.1601,0.57303,10.2655,11.5412,2527.8,60.239,5.9884,977.78,7.1418,42.531,26.038,10.4622,59.72,8.2205,3.379,20089,9.1601,106.33,12.2678,7.956,67.712,2.1416,0.34178,0.88889,3.0519,3.4453,46.14,54.098,3.6246,4181.29,3.2356,13969,58.944,26.634,400.44,3.334,4.2328,5.0372,2.6741,9.4819,1.6281,0.62355,13.965,2328.89,3.3666,4.2465,24.408,7.7751,46.4,9.1601,39.052,2.196,3.9698,1.2967,2.0248,1.3202,5.4914,30.544,815.63,4.7059,1536.23,0.88906,12.3582,607.51,92671,13389,132.18,3.1911,655.96,2.39,1.9342,655.96,119.13,149.93,9.1095,6.9019,15.3427,0.0033,0.22558,0.00278,0.00216
2001-12-03,3.2755,4236.49,123.65,505.2,1.5965,25.055,0.89047,1.7156,1.5931,1.088,1.9558,1.7882,50.682,0.33535,724.68,0.89189,1.6346,6.0767,2.2236,0.89189,42.884,5.834,2770.74,1.7838,1.4061,287.1,1.4728,609.22,7.3842,2063.11,304.02,20.514,110.26,33.204,158.51,7.4494,14.7195,68.299,3.8042,8.5176,7.5473,2.0337,0.62585,0.62585,1.8954,0.62585,1.2538,0.62707,14.8927,1740.32,7.1049,164.99,6.956,14.1765,22.832,251.39,9356,3.7802,0.62585,42.884,0.27809,1562.05,95.68,0.62585,41.771,0.63235,110.26,70.429,42.749,3420.4,491.63,1.9628,1132.43,0.27344,0.73036,132.7,6778,1349.03,82.52,40.135,9.3025,0.574,10.2411,11.6304,2527.8,60.901,6.0086,981.24,7.1647,42.531,26.134,10.4976,59.072,8.2236,3.3923,20273,9.3025,106.58,12.3129,7.9839,67.857,2.1476,0.34293,0.89189,3.0637,3.5253,46.41,54.267,3.6242,4197.85,3.2465,14064,58.944,26.721,402.02,3.3446,4.2471,5.0507,2.6741,9.5392,1.6346,0.62585,13.965,2336.76,3.3666,4.2465,24.408,7.8041,46.21,9.3025,39.195,2.2059,3.9698,1.2958,2.0335,1.3269,5.5058,30.657,818.33,4.7197,1540.67,0.89189,12.3797,609.63,92671,13440,132.66,3.2019,655.96,2.3903,1.9342,655.96,119.17,150.44,9.2406,6.9019,15.3427,0.00331,0.22581,0.0027,0.00213
2001-12-04,3.273,4233.25,123.67,504.83,1.5953,25.044,0.89279,1.7214,1.5908,1.088,1.9558,1.7854,50.643,0.3351,722.63,0.89121,1.6349,6.0691,2.1951,0.89121,42.839,5.8439,2770.74,1.7824,1.4036,286.9,1.4729,603.26,7.3805,2061.56,303.86,20.498,110.26,33.136,158.39,7.4452,14.7102,68.461,3.7992,8.5111,7.5424,2.0427,0.62602,0.62602,1.8985,0.62602,1.2538,0.62661,14.8707,1738.98,7.1011,165.03,6.9511,14.1693,23.136,250.16,9348,3.7806,0.62602,42.839,0.2779,1561.11,95.81,0.62602,41.726,0.63187,110.27,70.356,42.733,3417.79,492.53,1.9615,1130.43,0.27325,0.73079,132.75,6773,1347.87,82.46,40.104,9.2685,0.57359,10.257,11.6298,2527.8,60.854,6.004,980.53,7.1596,42.531,26.123,10.4895,59.071,8.2146,3.3882,20257,9.2685,106.59,12.3072,7.9806,67.777,2.1552,0.34267,0.89121,3.0599,3.4463,46.309,54.21,3.6008,4191.42,3.244,14053,59.252,26.697,401.76,3.342,4.2439,5.0589,2.6741,9.5091,1.6349,0.62602,13.965,2334.97,3.3666,4.2465,24.408,7.7954,46.178,9.2685,39.204,2.2043,3.9698,1.2955,2.0338,1.3234,5.5001,30.625,817.53,4.7226,1536.88,0.89121,12.3863,609.34,92671,13431,132.59,3.1994,655.96,2.4063,1.9342,655.96,119.39,150.33,9.2891,6.9019,15.3427,0.00329,0.22376,0.00262,0.0021
2001-12-05,3.271,4230.72,123.4,504.54,1.5943,25.292,0.89362,1.7251,1.5899,1.088,1.9558,1.8036,50.613,0.3349,723.48,0.89068,1.6342,6.0657,2.1867,0.89068,42.82,5.9645,2770.74,1.7814,1.4023,286.84,1.4736,600.6,7.3736,2062.89,303.8,20.486,110.26,33.066,158.29,7.4471,14.7034,68.182,3.7993,8.506,7.5388,2.0449,0.62628,0.62628,1.9015,0.62628,1.2538,0.62614,14.8529,1737.95,7.0984,164.87,6.9468,14.1646,23.122,249.14,9331,3.7727,0.62628,42.82,0.27776,1560.24,96.47,0.62628,41.721,0.63149,110.54,70.321,42.707,3415.75,491.29,1.9605,1129.95,0.2731,0.72955,132.77,6772,1347.1,82.42,40.081,9.6374,0.57268,10.2474,11.6267,2527.8,60.818,6.0004,980.0,7.1552,42.531,26.116,10.4832,59.626,8.2155,3.387,20245,9.6374,106.61,12.3034,7.9898,67.749,2.153,0.34247,0.89068,3.0591,3.5135,46.283,54.198,3.5979,4187.44,3.2421,14044,59.217,26.682,401.61,3.34,4.2413,5.0345,2.6741,9.4611,1.6342,0.62628,13.965,2333.57,3.3666,4.2465,24.408,7.7908,46.153,9.6374,39.164,2.2007,3.9698,1.295,2.0344,1.3067,5.509,30.595,816.88,4.721,1528.82,0.89068,12.3743,609.04,92671,13424,132.54,3.2064,655.96,2.3855,1.9342,655.96,119.09,150.24,9.5363,6.9019,15.3427,0.00329,0.22198,0.00256,0.0021
2001-12-06,3.267,4225.56,123.48,503.99,1.5924,25.295,0.8905,1.7196,1.5879,1.088,1.9558,1.7748,50.551,0.33449,721.43,0.88959,1.6304,6.0585,2.1879,0.88959,42.762,6.0752,2770.74,1.7792,1.4003,286.54,1.4729,600.9,7.3664,2060.69,303.51,20.461,110.26,33.032,158.1,7.4404,14.6874,68.434,3.7951,8.4956,7.5305,2.0396,0.62611,0.62611,1.9039,0.62611,1.2538,0.62604,14.828,1735.83,7.0914,164.63,6.9394,14.151,23.094,249.17,9281,3.7618,0.62611,42.762,0.2775,1558.51,96.84,0.62611,41.698,0.63072,110.67,70.208,42.657,3411.58,492.35,1.9587,1129.07,0.27292,0.7292,132.65,6761,1345.79,82.32,40.032,9.87,0.57219,10.2474,11.6281,2527.8,60.744,5.9931,978.94,7.1476,42.531,26.092,10.4704,59.406,8.2188,3.3832,20220,9.87,106.53,12.2921,7.9789,67.667,2.1416,0.34205,0.88959,3.0551,3.5612,46.247,54.102,3.6203,4187.24,3.2381,14027,59.144,26.654,401.16,3.336,4.2361,5.0657,2.6741,9.3955,1.6304,0.62611,13.965,2330.72,3.3666,4.2465,24.408,7.7813,46.106,9.87,39.05,2.1963,3.9698,1.2951,2.0338,1.2939,5.4975,30.56,815.61,4.7119,1525.71,0.88959,12.3874,608.31,92671,13409,132.41,3.1936,655.96,2.3831,1.9342,655.96,119.34,150.43,9.7377,6.9019,15.3427,0.0033,0.22526,0.00249,0.00209
2001-12-07,3.2716,4231.43,123.38,504.77,1.5946,25.391,0.89006,1.721,1.5901,1.088,1.9558,1.7942,50.621,0.33495,723.56,0.89083,1.6321,6.0694,2.1713,0.89083,42.807,6.0171,2770.74,1.7817,1.403,286.94,1.4766,600.9,7.3726,2063.64,304.02,20.489,110.26,33.06,158.32,7.4482,14.7097,68.495,3.8006,8.5074,7.5419,2.0397,0.62504,0.62504,1.9126,0.62504,1.2538,0.62391,14.0892,1738.24,7.1028,164.92,6.949,14.1745,23.126,249.35,9244,3.7665,0.62504,42.807,0.2781,1560.84,96.97,0.62504,40.804,0.6316,111.23,70.275,42.719,3416.32,491.82,1.9618,1130.65,0.27327,0.72994,132.94,6770,1347.68,82.44,40.087,9.7415,0.57311,10.2499,11.6496,2527.8,60.828,6.0014,980.36,7.1574,42.531,26.137,10.485,59.582,8.2218,3.3839,20248,9.7415,106.68,12.3129,7.9832,67.648,2.142,0.34252,0.89083,3.0591,3.4934,46.2,54.145,3.6314,4190.76,3.2426,14047,59.227,26.72,401.72,3.3406,4.242,5.071,2.6741,9.3634,1.6321,0.62504,13.965,2333.97,3.3666,4.2465,24.408,7.7921,46.121,9.7415,39.017,2.1981,3.9698,1.2951,2.0385,1.2906,5.5125,30.601,816.75,4.7214,1528.31,0.89083,12.4077,609.16,92671,13429,132.63,3.1892,655.96,2.3869,1.9342,655.96,119.22,150.64,9.7669,6.9019,15.3427,0.00331,0.22135,0.00238,0.00206
2001-12-08,3.2722,4231.43,123.38,504.83,1.5946,25.391,0.89006,1.7216,1.5901,1.088,1.9558,1.7942,50.621,0.33495,723.74,0.89083,1.6321,6.0694,2.1713,0.89083,42.807,6.0171,2770.74,1.7817,1.4033,286.94,1.477,600.9,7.3767,2063.17,304.11,20.489,110.26,33.052,158.32,7.4479,14.7097,68.495,3.8009,8.5074,7.5419,2.0397,0.62504,0.62506,1.916,0.62506,1.2538,0.62391,14.0892,1738.24,7.1028,164.92,6.9501,14.1745,23.126,249.25,9244,3.7665,0.62506,42.787,0.2781,1561.03,96.97,0.62506,40.804,0.6316,111.3,70.289,42.73,3416.32,491.82,1.9618,1131.68,0.27328,0.72994,133.0,6770,1347.72,82.44,40.087,9.7415,0.57311,10.2499,11.6663,2527.8,60.828,6.0014,980.36,7.1574,42.531,26.137,10.485,59.594,8.2218,3.3845,20248,9.7415,106.68,12.3129,7.9842,67.648,2.142,0.34252,0.89083,3.0591,3.4934,46.2,54.081,3.6285,4190.76,3.2426,14047,59.227,26.724,401.72,3.3413,4.242,5.071,2.6741,9.361,1.6328,0.62504,13.965,2333.97,3.3666,4.2465,24.408,7.7921,46.121,9.7415,39.025,2.2038,3.9698,1.2951,2.0385,1.2906,5.5125,30.603,816.94,4.7226,1528.68,0.89101,12.4077,609.27,92671,13429,132.63,3.1892,655.96,2.3869,1.9342,655.96,119.22,150.64,9.7502,6.9019,15.3427,0.00331,0.22135,0.00238,0.00206
2001-12-09,3.2727,4231.43,123.38,504.83,1.5946,25.391,0.89006,1.722,1.5901,1.088,1.9558,1.7942,50.621,0.33495,723.85,0.89083,1.6321,6.0694,2.1713,0.89083,42.807,6.0171,2770.74,1.7817,1.4034,286.94,1.4772,600.9,7.3767,2063.17,304.16,20.489,110.26,33.052,158.32,7.4475,14.7097,68.495,3.8012,8.5074,7.5419,2.0397,0.62504,0.62501,1.9182,0.62501,1.2538,0.62391,14.0892,1738.24,7.1028,164.92,6.9509,14.1745,23.126,249.25,9244,3.7665,0.62501,42.791,0.2781,1561.42,96.97,0.62501,40.804,0.6316,111.34,70.299,42.736,3416.32,491.82,1.9618,1131.68,0.27329,0.72994,133.02,6770,1347.98,82.44,40.087,9.7415,0.57311,10.2499,11.6681,2527.8,60.828,6.0014,980.36,7.1574,42.531,26.137,10.485,59.603,8.2218,3.3845,20248,9.7415,106.68,12.3129,7.9843,67.648,2.142,0.34252,0.89083,3.0591,3.4934,46.2,54.076,3.6286,4190.76,3.2426,14047,59.227,26.732,401.72,3.3418,4.242,5.071,2.6741,9.3608,1.6332,0.62504,13.965,2333.97,3.3666,4.2465,24.408,7.7921,46.121,9.7415,39.025,2.2041,3.9698,1.2951,2.0385,1.2906,5.5125,30.603,817.06,4.7229,1528.92,0.89115,12.4077,609.27,92671,13429,132.63,3.1892,655.96,2.3869,1.9342,655.96,119.22,150.64,9.7516,6.9019,15.3427,0.00331,0.22135,0.00238,0.00206
2001-12-10,3.2675,4226.15,122.29,503.93,1.5926,25.424,0.88928,1.7231,1.5881,1.088,1.9558,1.7806,50.58,0.33453,722.68,0.88972,1.6312,6.06,2.1261,0.88972,42.707,6.0553,2770.74,1.7794,1.4025,286.58,1.4779,595.47,7.3669,2061.46,303.71,20.463,110.26,33.017,158.12,7.4458,14.6934,68.479,3.7955,8.4968,7.5278,2.043,0.62249,0.62249,1.9266,0.62249,1.2538,0.6231,14.0722,1736.07,7.0956,164.8,6.9391,14.1605,24.245,249.88,9169,3.757,0.62249,42.707,0.27789,1558.89,96.49,0.62249,41.726,0.63081,111.78,70.14,42.69,3412.06,494.59,1.958,1136.52,0.27291,0.7268,132.95,6760,1345.33,82.36,40.037,9.887,0.57256,10.2573,11.6407,2527.8,60.752,5.9839,979.08,7.1473,42.531,26.113,10.4719,59.582,8.186,3.3854,20464,9.887,106.54,12.3011,7.9903,67.563,2.1417,0.3421,0.88972,3.0508,3.4891,46.258,53.946,3.6283,4181.21,3.2386,14097,59.153,26.726,401.22,3.3364,4.2367,5.0689,2.6741,9.3501,1.6312,0.62249,13.965,2331.06,3.3666,4.2465,24.408,7.7823,44.618,9.887,39.008,2.2035,3.9698,1.2925,2.0378,1.2866,5.5077,30.554,815.3,4.721,1527.05,0.88972,12.4503,608.36,92671,13405,132.49,3.1852,655.96,2.3835,1.9342,655.96,119.89,150.07,9.8146,6.9019,15.3427,0.0033,0.218,0.00227,0.00202
2001-12-11,3.2705,4230.12,122.19,504.31,1.5941,25.627,0.89005,1.7272,1.5896,1.088,1.9558,1.8036,50.628,0.33485,722.57,0.89055,1.6315,6.0659,2.0932,0.89055,42.733,6.0734,2770.74,1.7811,1.4046,286.98,1.4788,594.46,7.3735,2063.03,304.1,20.483,110.26,32.975,158.27,7.4461,14.7091,68.594,3.7984,8.5048,7.5358,2.0446,0.62151,0.62151,1.9293,0.62151,1.2538,0.62083,14.2688,1737.69,7.1038,164.88,6.9454,14.1775,23.911,249.13,9132,3.7608,0.62151,42.733,0.27817,1559.16,95.5,0.62151,41.737,0.6314,112.14,70.152,42.732,3415.26,491.83,1.9596,1134.92,0.27316,0.72508,133.18,6768,1345.9,82.4,40.075,9.894,0.5731,10.2533,11.6487,2527.8,60.809,5.9895,980.25,7.1537,42.531,26.146,10.4818,59.484,8.1781,3.3875,20483,9.894,103.35,12.3163,7.9985,67.627,2.1375,0.34242,0.89055,3.0539,3.4517,46.269,54.013,3.6214,4185.09,3.2416,14110,59.208,26.776,401.64,3.3396,4.2407,5.0686,2.6741,9.3564,1.6315,0.62151,13.965,2333.24,3.3666,4.2465,24.408,7.7896,44.61,9.894,38.991,2.2056,3.9698,1.2943,2.0416,1.2824,5.5061,30.577,816.22,4.7262,1521.63,0.89055,12.4539,609.16,92671,13417,132.65,3.206,655.96,2.3852,1.9342,655.96,119.22,150.21,9.8574,6.9019,15.3427,0.00333,0.22063,0.00228,0.00205
